SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
Multi-purpose,FULL HABITAT,32778,FOUNTAIN CREEK #2,9/10/08,BLW Diversion Dam In Clear Spring Ranch Park,5455,13,527039,4277470,,,527105,4277640,Arkansas,500,NULL,AR0319,NA,44208,NA,"NOT A DUPLICATE 2 SURVEYS ON THIS DATE. Pass 1 is the creek below the spillway. Pass 1s is the upper spillway. Record # 1088.   Did not measure discharge/flwo because flow increased drastically near the end of sampling. Only sampled one electroshock pass of the creek area and the upper spillway area. Due to time constraints and drastic increase in flow. Also did not want to add more stress to FHC (species of concern). Spillway habitat mostly sand or cement substrate creek habitat gravel, cobble, boulder.  Only electrofished reach. Flow went up and water rised during sampling plus time contraints due to high number of fish caught.  ",NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/11/08,BLW Diversion Dam In Clear Spring Ranch Park,5455,13,527039,4277470,,,527183,4277614,Arkansas,536,186,AR0319,NA,25783,No gear/effort,The width was measured downstream of the diversion due to many channels/braids in sample reach. Just sampled one pass with electrofisher to be consistent with below diversion sample. Record # 1089.,NO
Multi-purpose,FULL HABITAT,32778,FOUNTAIN CREEK #2,9/11/08,BLW Diversion Dam In Clear Spring Ranch Park,5455,13,527039,4277470,,,527105,4277640,Arkansas,536,186,AR0319,NA,44206,NA,NOT A DUPLICATE 2 SURVEYS ON THIS DATE. The width was measured downstream of the diversion due to many channels/braids in sample reach. Just sampled one pass with electrofisher to be consistent with below diversion sample. Record # 1089.  Much more silt/sand/gravel substrate than below the diversion. Most fish captured around cobble/riffles/structures.   ,NO
NULL,THREE-PASS REMOVAL,32932,MONUMENT CREEK #2,9/15/08,600 M ABV W Monument Creek (off Sage Brush Dr Off S Gate Blvd (afa)),6360,13,514515,4312594,,,514515,4312594,Arkansas,255,12.75,AR2309,NULL,25860,"Pass 1 & 3 via unknown sampling method, pass 2 via seine (unknown # hauls); No gear/effort",Could not seine eddy due to small partially enclosed area obstructed by tree limbs. Record # 1090.,NO
Multi-purpose,FULL HABITAT,32932,MONUMENT CREEK #2,9/15/08,600 M ABV W Monument Creek (off Sage Brush Dr Off S Gate Blvd (afa)),6360,13,514515,4312594,,,514515,4312594,Arkansas,255,12.75,AR2309,NULL,44247,NA,Could not seine eddy due to small partially enclosed area obstructed by tree limbs. Record # 1090.    ,NO
NULL,PRESENCE/ABSENCE,29260,BRACKETT CREEK,9/16/08,BLW Judge Orr Rd (USBC-3),6342,13,553388,4311770,,,553395,4311771,Arkansas,0,0,AR2284,NULL,2922,NO FISH,"No lengths/widths. Good flow, NO FISH.",NO
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,9/17/08,ABV Calhan Hwy,6305,13,561095,4326213,,,561085,4326233,Arkansas,125,18,AR0309,NULL,26147,Left protocol as presence/absence - obtaining a pop'n estimate from this sample would be difficult unless you knew which order sampling occurred between gears,"Site located in pond under Calhan Hwy on Big Sandy Ranch.  Unable to sample deeper areas of pond >4 ft deep. Creek not flowing, just isolated hole.  Also sampled pools downstream on Ranch property.  UTMs",NO
Multi-purpose,FULL HABITAT,33201,BIG SANDY CREEK,9/17/08,ABV Calhan Hwy,6305,13,561095,4326213,,,561085,4326233,Arkansas,125,18,AR0309,NULL,44238,NA,"Site located in pond under Calhan Hwy on Big Sandy Ranch.  Unable to sample deeper areas of pond >4 ft deep. The max pool depth is an approximate due to floating algae and duckweed. Creek not flowing, just isolated hole.  Also sampled pools downstream on Ranch property.  UTMs: downstram pool #1: 13S 565333 4326813; downstream pool #2: 13S 564797 4326687; downstream pool #3: 13S 5653310 4326887. Record # 1092.  For Crockett's method experiment: divided reach in half and shocked bottom secion first,  seined second. For top section seined first, then shocked second. Used block nets on each end of reach and in the center.  2 Ponds above stream to west seep and run into stream at several points.   ",NO
NULL,PRESENCE/ABSENCE,33504,HORSE CREEK,9/18/08,ABV CO RD 10 (#1),5596,13,592535,4305936,,,592535,4305936,Arkansas,96,13.25,AR0522,NULL,23767,No gear/effort,Record # 1093,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/22/08,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Include?,,528465,4273165,Arkansas,400,100.2,AR1834,NULL,1447,Reset status and mark columns when you find the MARK pass - NO FISH,"Drainage area 681 sq. miles, 71 shocking minutes, Discharge",YES
NULL,TWO-PASS REMOVAL,33528,JIMMY CAMP CREEK,9/22/08,ABV E Ohio Ave,5542,13,527074,4281812,,,527106,4281812,Arkansas,325,5.4,AR2273,NULL,2862,Reset status and mark columns when you find the MARK pass -,"Drainage area 65.6 sq. miles, shock time minutes",YES
NULL,THREE-PASS REMOVAL,33528,JIMMY CAMP CREEK,9/22/08,525 M ABV E Ohio Ave ABV Gauge,5544,13,527047,4282265,,,527066,4282257,Arkansas,328,5.4,AR2433,NULL,25784,"Updated protocol for 2-pass removal; Pass 1 & 2 via EF, Pass 3 via seine (unknown # hauls)",Plains killifish was seen during pass one but not netted. Record # 1095.,NO
Multi-purpose,FULL HABITAT,32778,FOUNTAIN CREEK #2,9/22/08,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,,,528465,4273165,Arkansas,400,101.25,AR1834,NULL,44212,NA,Record # 1096 Length determined by USGS protocol. Only did one shock pass per USGS protocol. ,NO
Multi-purpose,FULL HABITAT,33528,JIMMY CAMP CREEK,9/22/08,ABV E Ohio Ave,5542,13,527074,4281812,,,527106,4281812,Arkansas,328,5.4,AR2273,NULL,44218,NA,Plains killifish was seen during pass one but not netted. Record # 1095.  A lot of emergent vegitation along banks in water. Reach length was pre-determined by last years USGS.   ,NO
"Species Presence, Community Composition and Relative Abundance",PRESENCE/ABSENCE,33528,JIMMY CAMP CREEK,9/22/08,ABV E Ohio Ave,5542,13,527074,4281812,,,527106,4281812,Arkansas,325,5.4,AR2273,NULL,45668,NA,FISH FROM TWO PASS ESTIMATOR SURVEY ID 2862 MOVED SEINE FISH TO A CPUE,NO
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/23/08,Between 8th St & HWY 24,5962,13,513954,4297859,,,513954,4297861,Arkansas,492,15.2,AR0386,NULL,413,Reset status and mark columns when you find the MARK pass -,"Drainage area 119 sq. miles, 34 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32932,MONUMENT CREEK #2,9/23/08,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,492,22.1,AR0166,NULL,1001,NULL,"Drainage area 181 sq. miles, 76 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/23/08,BLW I-25 Business Loop,5899,13,515497,4296366,,,515496,4296364,Arkansas,287,36.3,AR0550,NULL,1248,Reset status and mark columns when you find the MARK pass - NO FISH,"Drainage area 392 sq. miles, 58 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/23/08,200 M BLW W Bijou St,5970,13,514781,4298520,,,514783,4298519,Arkansas,339,24.3,AR1839,NULL,3806,Reset status and mark columns when you find the MARK pass -,"Drainage area 235 sq. miles, 49 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/23/08,ABV Diversion @ Gauge,6126,13,510582,4300660,,,510582,4300660,Arkansas,330,14.5,AR1854,NULL,24425,Changed to Station AR1854 from AR3018,"Record # 1100, Drainage area 103 sq miles, 58 shocking minutes, Discharge",NO
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/23/08,BLW Uintah St,6007,13,514863,4300253,,,514863,4300253,Arkansas,339,24.3,AR0389,NULL,26024,No gear/effort,Record # 1097.,NO
NULL,PRESENCE/ABSENCE,32932,MONUMENT CREEK #2,9/23/08,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,497,22.1,AR0166,NULL,26275,Changed to Station AR0166 from AR3017,The second backpack shocker reset before getting the seconds. Therefore the seconds recorded are from the one backpack shocker only. Record # 1099. ,NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/23/08,BLW I-25 Business Loop,5899,13,515497,4296366,,,515496,4296364,Arkansas,287,36.3,AR0550,NULL,26340,Changed to Station AR0550 from AR3016,Record # 1098,NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/23/08,BLW Cimmaron Bridge Diversion,5950,13S,514396,4297558,,,514396,4297558,Arkansas,NULL,15.2,AR2891,Random,28747,SampleF records appear to be missing/never loaded,Record # 1011; 80% bankfull. 1 hour total sample time. Reach length determined by USGS protocol. Dead fish heads in end pool (fish are being cleaned in stream) (rainbow trout heads),NO
Multi-purpose,FULL HABITAT,32792,FOUNTAIN CREEK #4,9/23/08,Between 8th St & HWY 24,5962,13,513954,4297859,,,513954,4297861,Arkansas,NULL,15.2,AR0386,NULL,44209,NA,Record # 1011 Reach length determined by USGS protocol. Dead fish heads in end pool (fish are being cleaned in stream) (rainbow and trout heads) 80% bankfull. 1 hour total sample time.  ,NO
Multi-purpose,FULL HABITAT,32780,FOUNTAIN CREEK #3,9/23/08,BLW I-25 Business Loop,5899,13,515497,4296366,,,515496,4296364,Arkansas,287,36.3,AR0550,NULL,44210,NA,Record # 1098 80% Bankful Wetted perimeter. Length of reach determined by time.  Only sampled entire reach by BPEF per USGS protocol. 1 hr total sampling effort.  ,NO
Multi-purpose,FULL HABITAT,32932,MONUMENT CREEK #2,9/23/08,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,497,22.1,AR0166,NULL,44219,NA,The second backpack shocker reset before getting the seconds. Therefore the seconds recorded are from the one backpack shocker only. Record # 1099.  Bankful 40%. Water chemistrey not done since there were only enough bottles for four sites on this day.  Only sampled reach with 1 BPEF pass per USGS protocol. Total effort 1.5 hrs.  ,NO
Multi-purpose,FULL HABITAT,30419,MONUMENT CREEK #1,9/23/08,200 M BLW W Bijou St,5970,13,514781,4298520,,,514783,4298519,Arkansas,339,24.3,AR1839,NULL,44220,NA,"Record # 1097 Flow 20% bankful. Low before effluent release. Lots of trash ""structure"" where many fish were found. Primarily sampled banks of stream. Reach length determined by time sampling per USGS protocol.  Only sampled whole stream reach with BPEF per USGS protocols. 1 hr. sampling effort.  ",NO
Multi-purpose,FULL HABITAT,32792,FOUNTAIN CREEK #4,9/23/08,ABV Diversion @ Gauge,6126,13,510582,4300660,,,510582,4300660,Arkansas,330,14.5,AR1854,NULL,44243,NA,Record #1100 Large Brown trout caught in deep pools.  Small brown trout caught in riffles. Fast moving stream. Reach length determined by time.  Only sampled with one BPEF pass per USGS protocol. Electrofishing 1400-1500.  ,NO
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/24/08,ABV Pinon Rd,4993,13,535464,4254691,,,535464,4254691,Arkansas,392,67.8,AR0147,NULL,725,Reset status and mark columns when you find the MARK pass - NO FISH,"Drainage area 849 sq. miles, 47 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/24/08,ABV HWY 16,5624,13,523415,4286394,,,523415,4286394,Arkansas,254,48.8,AR0189,NULL,1914,Reset status and mark columns when you find the MARK pass - NO FISH,"Drainage area 495 sq. miles, 51 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,29757,FOUNTAIN CREEK #1,9/24/08,200 M BLW HWY 50,4692,13,534807,4237630,Include?,,534809,4237630,Arkansas,506,78.4,AR0720,NULL,2057,NULL,"Drainage area 926 sq. miles, 56 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/24/08,ABV HWY 50,4699,13,534852,4238036,,,534851,4238036,Arkansas,506,78.4,AR0715,NULL,23658,NULL,"Record # 1105 = Drainage area 926 sq. miles, 56 shocking minutes, Discharge",NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/24/08,BLW Janitell Rd @ Guage,5837,13,517862,4294862,,,517864,4294865,Arkansas,418,56.2,AR0168,NULL,24884,NULL,Record # 1102,NO
Multi-purpose,FULL HABITAT,32778,FOUNTAIN CREEK #2,9/24/08,ABV Pinon Rd,4993,13,535464,4254691,,,535464,4254691,Arkansas,392,67.8,AR0147,NULL,44207,NA,Record # 1104 Length of reach determined by USGS protocol. 40% bankfull. 1 hour sampling.  ,NO
Multi-purpose,FULL HABITAT,29757,FOUNTAIN CREEK #1,9/24/08,200 M BLW HWY 50,4692,13,534807,4237630,,,534809,4237630,Arkansas,506,78.4,AR0720,NULL,44211,NA,Record # 1105 Reach length determined by sampling time per USGS protocol.  40% bankfull. Only sampled reach with 1 BPEF pass per USGS protocol. 1 hour total sampling.  ,NO
Multi-purpose,FULL HABITAT,32780,FOUNTAIN CREEK #3,9/24/08,ABV HWY 16,5624,13,523415,4286394,,,523415,4286394,Arkansas,254,48.8,AR0189,NULL,44242,NA,Record # 11103 Length of reach was determined by USGS protocol.  40% bankfull ,NO
Multi-purpose,FULL HABITAT,32780,FOUNTAIN CREEK #3,9/24/08,400 M BLW Janitell Rd (USGS 07105530),5828,13,518221,4294592,,,518223,4294595,Arkansas,418,56.2,AR3205,NA,44244,NA,Record # 1102 Reach length was determined by USGS protocol  70% bankfull. 80 min total sampling time.  ,NO
NULL,THREE-PASS REMOVAL,33202,BIG SANDY CREEK #1,9/29/08,2.3 KM ABV HWY 190,3571,13,720241,4222903,Exclude,Do not survey method for pass 1.,720241,4222903,Arkansas,290,14.5,AR0426,NULL,23888,Changed to Station AR0426 from AR3024,Seine pass (pass 2) missed small areas due to many cattails in stream. Pass 3 (BPEF) not effective-stirring up water caused visibility to decrease and likely caused an increase in conductivity- the BPEF kept overloading so we had to shock at 50V which was not effective. Flow measured at riffle because not much flow elsewhere. Many PKF have lesions. Pass 3 (BPEF) not effective-stirring up water caused visibility to decrease and likely caused an increase in conductivity-the BPEF kept overloading so we had to shock at 50V which was not effective. Record # 1106,NO
Multi-purpose,FULL HABITAT,33202,BIG SANDY CREEK #1,9/29/08,2.3 KM ABV HWY 190,3571,13,720241,4222903,,,720241,4222903,Arkansas,290,14.5,AR0426,NULL,44200,NA,Many PKF have lesions. Pass 3 (BPEF) not effective-stirring up water caused visibility to decrease and likely caused an increase in conductivity-the BPEF kept overloading so we had to shock at 50V which was not effective. Record # 1106   Seine pass missed small areas due to many cattails in stream.  ,NO
NULL,NULL,33386,VISTA DEL RIO DITCH,9/30/08,Vista del Rio at Rd. 13,3573,13S,717366,4221802,,,717366,4221794,Arkansas,150,5.5,AR3025,NULL,23590,"Pass 1,3,4 via unknown sampling gears (probably EF), pass 2 via seine (unknown # hauls)",Record # 1107,NO
NULL,THREE-PASS REMOVAL,33393,Goodale Slough,9/30/08,125 M ABV HWY 198,3536,13,724497,4221896,Exclude,Repetitive of survey 44223,724497,4221896,Arkansas,150,5,AR2446,NULL,26224,NULL,The transect location is just North of reach by fence. Record # 1108. No water code.; Electrofishing not efficient method due to high conductivity. BPEF kept overloading so had to shock with low voltage and fish ran from shocker. Used combo of dipnetting and seining for two other passes. Outside of measured reach we explored the stream and wetland with dipnets 4x.5 hrs=2hrs (approximately). Also found larger pond containing larger SNF.,NO
Multi-purpose,FULL HABITAT,33393,Goodale Slough,9/30/08,125 M ABV HWY 198,3536,13,724497,4221896,,,724497,4221896,Arkansas,150,5,AR2446,NULL,44223,NA,The transect location is just North of reach by fence. Record # 1108. Electrofishinng not efficient method due to high conductivity. BPEF kept overloading so had to shock with low voltage and fish ran from shocker. Used combo of dipnetting and seining for two other passes. Outside of measured reach we explored the stream and wetland with dipnets 4x.5 hrs=2hrs (approximately). Also found larger pond containing larger SNF.   ,NO
Standard Survey or  Population Estimate,CPUE,33393,Goodale Slough,9/30/08,125 M ABV HWY 198,3536,13,724497,4221896,,,724497,4221896,Arkansas,150,5,AR2446,NULL,45478,NA,This survey linked to 3 pass survey ID 26224. These fish were fish out of reach of the 3 passes.,NO
NULL,CPUE,33477,CHEYENNE CREEK,10/1/08,350 M ABV Arkansas River,3352,13,759108,4213744,,,759104,4213873,Arkansas,306,11.25,AR1349,NULL,23780,"Pass 1 & 3 via EF, Pass 2 & 4 via seine (unknown # hauls)",Record # 1109,NO
NULL,THREE-PASS REMOVAL,33990,UNMANAGED STM AR MJ DRAIN,10/1/08,Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA,3488,13,756674,4221137,,,756675,4221137,Arkansas,150,3.75,AR2448,NULL,26458,Net records created 5/21/13; Narrow stream running through ditch-between two corn fields. Very high conductivity.,Record # 1110. No water code. Dipnets were used because stream was very narrow and full of vegetation.,NO
Multi-purpose,FULL HABITAT,33477,CHEYENNE CREEK,10/1/08,350 M ABV Arkansas River,3352,13,759108,4213744,,,759104,4213873,Arkansas,306,11.25,AR1349,NULL,44204,NA,Record # 1109 It was too late in the evening to do a whole hour of mollusk sampling. Seine pass and BPEF pass both produced eleven species but the species were not the same-we did a second pass for each method.   ,NO
Multi-purpose,FULL HABITAT,33990,UNMANAGED STM AR MJ DRAIN,10/1/08,Ditch To Cheyenne Creek - ABV CO RD JJ on Red Dog SWA,3488,13,756674,4221137,,,756675,4221137,Arkansas,150,3.75,AR2448,NULL,44232,NA,Record # 1110. Dipnets were used because stream was very narrow and full of vegetation.  Narrow stream running through ditch-between two corn fields. Very high conductivity.   ,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,10/2/08,ABV CO RD 9 (FC-04),5836,13,480712,4265473,,,480712,4265473,Arkansas,313,16.6,AR2257,NULL,2656,NULL,Started at beaver dam built atop a boulder cascade. BLM land.,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,10/2/08,ABV Grandview Ave (FC-05),5262,13,483309,4254618,,,483309,4254618,Arkansas,305,21.9,AR2258,NULL,2657,NULL,Bottom of site under RR trestle; top of site at electric fence at Grandview Ave. bridge.,NO
NULL,NULL,28966,ARKANSAS R #2A,10/7/08,1.1 KM BLW HWY 50 Bridge (SE Random #45),3881,13,657256,4216400,,,657256,4216400,Arkansas,150,75,AR2535,Random,24885,Changed to Station AR2535 from AR3029,"Record # 1111 - BLW Bridge, Record #1112 ABV",NO
